-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2024 in LST
Location: Latitude  32.8998   Longitude -97.0403 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 183.52 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W m-2) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PS                    MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,T2M,WS2M,RH2M,PS,PRECTOTCORR
2021,2,21,10,324.45,505.5,8.81,5.5,84.8,99.53,0.0
2021,2,21,11,326.8,653.53,12.49,6.54,75.51,99.47,0.0
2021,2,21,12,323.05,713.28,15.34,6.55,64.78,99.38,0.0
2021,2,21,13,328.85,721.97,17.58,5.82,55.19,99.32,0.0
2021,2,21,14,307.17,679.12,18.75,5.1,48.86,99.32,0.0
2021,2,21,15,299.95,534.22,18.65,4.97,45.35,99.35,0.0
2021,2,21,16,292.85,341.48,16.49,4.55,48.56,99.43,0.0
2021,2,21,17,284.27,136.9,12.66,3.85,58.92,99.57,0.0
2021,2,21,18,278.88,0.0,8.99,2.88,71.0,99.68,0.0
2021,2,21,19,273.8,0.0,7.35,2.4,76.19,99.77,0.0
2021,2,21,20,267.2,0.0,6.57,2.52,77.49,99.84,0.0
2021,2,21,21,259.42,0.0,5.69,2.76,78.4,99.92,0.0
2021,2,21,22,252.45,0.0,4.55,2.87,79.46,99.99,0.0
2021,2,21,23,247.55,0.0,3.34,2.74,80.58,100.04,0.0
2021,2,22,0,244.15,0.0,2.21,2.45,82.22,100.08,0.0
2021,2,22,1,240.45,0.0,1.26,2.16,84.23,100.15,0.0
2021,2,22,2,237.85,0.0,0.41,1.87,86.54,100.19,0.0
2021,2,22,3,235.5,0.0,-0.31,1.58,89.59,100.19,0.0
2021,2,22,4,233.05,0.0,-0.06,1.41,86.42,100.16,0.0
2021,2,22,5,231.25,0.0,1.2,1.2,77.87,100.16,0.0
2021,2,22,6,230.4,0.0,2.03,0.84,72.94,100.19,0.0
2021,2,22,7,235.5,55.67,3.29,0.52,70.67,100.25,0.0
2021,2,22,8,244.43,274.9,5.74,1.27,65.5,100.31,0.0
2021,2,22,9,257.17,489.0,8.56,1.62,57.45,100.32,0.0
2021,2,22,10,270.9,661.62,13.06,2.04,43.73,100.28,0.0
2021,2,22,11,277.12,780.1,16.42,2.76,30.55,100.22,0.0
2021,2,22,12,282.42,829.05,17.87,2.81,29.03,100.17,0.0
2021,2,22,13,286.55,808.03,18.77,3.0,28.6,100.09,0.0
2021,2,22,14,289.58,717.38,19.18,3.18,28.2,99.99,0.0
2021,2,22,15,288.35,567.67,19.11,3.15,28.3,99.9,0.0
2021,2,22,16,287.48,368.83,17.93,1.95,39.85,99.83,0.0
2021,2,22,17,280.65,155.88,13.33,1.42,59.0,99.77,0.0
2021,2,22,18,275.12,0.0,9.76,1.77,59.67,99.74,0.0
2021,2,22,19,272.4,0.0,8.84,1.94,60.41,99.75,0.0
2021,2,22,20,269.08,0.0,8.13,2.05,61.19,99.78,0.0
2021,2,22,21,266.25,0.0,7.48,2.19,62.12,99.78,0.0
2021,2,22,22,263.45,0.0,6.93,2.41,62.89,99.76,0.0
2021,2,22,23,261.1,0.0,6.39,2.61,64.43,99.74,0.0
2021,2,23,0,258.58,0.0,5.72,2.71,67.82,99.73,0.0
2021,2,23,1,257.6,0.0,5.07,2.79,72.41,99.72,0.0
2021,2,23,2,256.35,0.0,4.31,2.69,78.65,99.7,0.0
2021,2,23,3,254.95,0.0,3.34,2.23,87.25,99.65,0.0
2021,2,23,4,253.68,0.0,2.67,1.94,95.78,99.63,0.0
2021,2,23,5,252.52,0.0,2.23,1.85,100.0,99.63,0.0
2021,2,23,6,260.61,0.0,1.93,1.84,100.0,99.63,0.0
2021,2,23,7,268.71,26.33,4.25,2.21,93.76,99.65,0.0
2021,2,23,8,276.79,170.88,8.51,3.31,73.17,99.64,0.0
2021,2,23,9,284.88,298.74,12.33,3.01,62.22,99.6,0.0
2021,2,23,10,292.98,658.53,16.81,4.03,52.61,99.55,0.0
2021,2,23,11,306.17,772.38,20.39,5.22,47.03,99.45,0.0
2021,2,23,12,316.1,817.95,22.67,5.82,42.0,99.32,0.0
2021,2,23,13,321.1,795.65,23.86,6.19,38.34,99.17,0.0
2021,2,23,14,324.38,702.95,24.35,6.45,36.61,99.05,0.0
2021,2,23,15,325.2,552.85,24.19,6.43,37.4,98.96,0.0
2021,2,23,16,325.0,357.55,23.06,5.79,42.3,98.89,0.0
2021,2,23,17,319.67,139.27,20.46,5.22,52.24,98.85,0.0
2021,2,23,18,313.83,4.65,18.19,5.65,60.85,98.86,0.0
2021,2,23,19,309.92,0.0,17.16,5.9,66.0,98.88,0.0
2021,2,23,20,306.0,0.0,16.48,5.74,69.6,98.91,0.0
2021,2,23,21,302.45,0.0,15.73,5.5,73.82,98.92,0.0
2021,2,23,22,299.12,0.0,15.22,5.49,77.64,98.92,0.0
2021,2,23,23,300.08,0.0,14.77,5.69,81.3,98.89,0.0
2021,2,24,0,299.15,0.0,14.27,5.98,85.3,98.86,0.0
2021,2,24,1,300.8,0.0,13.82,6.23,89.82,98.86,0.0
2021,2,24,2,298.15,0.0,13.54,6.38,93.79,98.85,0.0
2021,2,24,3,295.77,0.0,13.45,6.55,94.82,98.82,0.0
2021,2,24,4,293.23,0.0,13.38,6.25,94.15,98.84,0.0
2021,2,24,5,290.02,0.0,13.08,5.61,94.51,98.9,0.0
2021,2,24,6,287.08,0.0,12.08,4.42,98.76,98.98,0.67
2021,2,24,7,280.7,53.72,12.12,4.27,93.9,99.05,0.34
2021,2,24,8,281.77,264.05,13.29,4.76,73.49,99.15,0.0
2021,2,24,9,285.42,476.55,14.33,4.66,56.25,99.24,0.0
2021,2,24,10,288.6,651.22,15.77,4.65,49.19,99.32,0.0
2021,2,24,11,292.7,768.2,17.41,5.06,45.7,99.37,0.0
2021,2,24,12,295.85,819.25,18.88,5.48,42.77,99.4,0.0
2021,2,24,13,295.58,801.88,19.84,5.66,40.29,99.4,0.0
2021,2,24,14,295.27,715.42,20.18,5.59,38.98,99.42,0.0
2021,2,24,15,292.85,567.33,19.92,5.29,39.35,99.44,0.0
2021,2,24,16,289.38,370.77,18.99,4.67,42.15,99.49,0.0
2021,2,24,17,281.95,149.05,16.03,2.88,55.04,99.57,0.0
2021,2,24,18,275.67,5.55,12.64,2.57,67.21,99.68,0.0
2021,2,24,19,270.52,0.0,11.98,3.28,65.62,99.8,0.0
2021,2,24,20,266.98,0.0,11.3,3.97,62.39,99.89,0.0
2021,2,24,21,263.52,0.0,10.41,4.33,60.42,99.96,0.0
2021,2,24,22,260.27,0.0,9.38,4.35,61.65,100.01,0.0
2021,2,24,23,256.88,0.0,8.21,4.22,66.3,100.02,0.0
2021,2,25,0,256.65,0.0,7.31,4.29,69.87,100.02,0.0
2021,2,25,1,254.35,0.0,6.6,4.37,72.56,100.04,0.0
2021,2,25,2,262.27,0.0,5.98,4.34,74.7,100.04,0.0
2021,2,25,3,312.52,0.0,5.32,4.21,77.47,100.02,0.0
2021,2,25,4,328.88,0.0,4.65,3.95,80.62,100.03,0.0
2021,2,25,5,333.67,0.0,4.23,3.76,82.86,100.06,0.0
2021,2,25,6,334.58,0.0,4.12,3.74,83.34,100.1,0.0
2021,2,25,7,318.48,16.75,4.56,4.01,80.68,100.17,0.0
2021,2,25,8,343.3,72.82,6.3,4.23,72.39,100.26,0.0
2021,2,25,9,354.92,114.65,8.63,4.38,63.74,100.27,0.05
2021,2,25,10,360.6,145.35,10.32,3.97,60.06,100.24,0.29
2021,2,25,11,366.67,173.62,11.71,3.69,58.56,100.17,0.31
2021,2,25,12,372.0,252.7,12.66,3.78,58.66,100.06,2.87
2021,2,25,13,363.9,214.6,13.67,3.85,58.91,99.92,13.81
2021,2,25,14,375.33,125.03,13.13,3.5,64.14,99.84,17.55
2021,2,25,15,370.02,93.53,12.04,3.32,72.16,99.8,9.4
2021,2,25,16,366.38,36.72,11.05,3.35,79.68,99.78,21.33
2021,2,25,17,366.15,5.1,10.02,3.24,87.4,99.76,43.44
2021,2,25,18,350.35,2.53,9.27,3.09,92.17,99.73,87.46
2021,2,25,19,335.38,0.0,8.88,2.79,94.38,99.76,117.83
2021,2,25,20,334.25,0.0,8.57,2.93,95.4,99.78,78.81
2021,2,25,21,335.45,0.0,8.39,3.3,95.0,99.8,30.16
2021,2,25,22,341.92,0.0,8.22,3.28,95.18,99.75,15.86
2021,2,25,23,343.38,0.0,7.97,2.92,95.96,99.64,19.67
2021,2,26,0,351.73,0.0,7.75,2.73,96.46,99.59,39.39
2021,2,26,1,345.1,0.0,7.6,2.73,96.4,99.6,57.16
2021,2,26,2,334.85,0.0,7.52,2.44,96.26,99.55,24.19
2021,2,26,3,335.38,0.0,7.3,2.02,96.73,99.48,13.39
2021,2,26,4,319.85,0.0,6.98,1.45,97.41,99.45,13.14
2021,2,26,5,319.75,0.0,6.69,1.08,98.03,99.4,6.89
2021,2,26,6,324.38,0.0,6.23,0.75,99.34,99.39,0.83
2021,2,26,7,330.42,31.77,7.02,0.59,95.53,99.42,0.34
2021,2,26,8,352.92,74.03,8.65,0.84,87.95,99.49,0.31
2021,2,26,9,356.58,158.6,10.01,1.79,83.11,99.51,0.17
2021,2,26,10,363.0,247.07,11.26,1.71,78.43,99.44,0.16
2021,2,26,11,367.27,292.0,12.89,1.68,72.17,99.33,0.07
2021,2,26,12,382.33,349.55,13.83,2.1,68.81,99.23,0.02
2021,2,26,13,398.0,388.23,14.62,2.32,66.25,99.11,0.02
2021,2,26,14,384.2,323.2,15.52,2.7,63.63,99.02,0.02
2021,2,26,15,383.42,250.07,15.77,3.07,63.31,99.0,0.01
2021,2,26,16,376.35,169.07,15.6,3.02,65.16,99.01,0.01
2021,2,26,17,345.8,87.4,13.75,1.48,78.48,99.05,0.01
2021,2,26,18,318.0,4.75,11.66,1.03,83.6,99.1,0.01
2021,2,26,19,331.73,0.0,11.54,0.85,83.27,99.15,0.0
2021,2,26,20,351.95,0.0,10.81,0.96,88.29,99.19,0.0
2021,2,26,21,342.17,0.0,9.69,1.13,96.36,99.21,0.0
2021,2,26,22,338.58,0.0,9.53,1.29,99.26,99.21,0.0
2021,2,26,23,334.75,0.0,9.58,1.36,100.0,99.17,0.0
2021,2,27,0,337.2,0.0,9.43,1.37,100.0,99.15,0.01
2021,2,27,1,327.8,0.0,9.23,1.34,100.0,99.15,0.05
2021,2,27,2,327.17,0.0,8.96,1.24,100.0,99.15,0.13
2021,2,27,3,329.55,0.0,8.75,1.16,100.0,99.13,0.2
2021,2,27,4,330.27,0.0,8.63,1.17,100.0,99.14,0.26
2021,2,27,5,330.27,0.0,8.41,1.32,100.0,99.16,0.32
2021,2,27,6,330.8,0.0,8.38,1.47,100.0,99.18,0.24
2021,2,27,7,339.52,19.83,10.05,2.45,97.76,99.18,0.4
2021,2,27,8,364.08,39.22,12.08,3.06,90.7,99.19,0.62
2021,2,27,9,369.12,92.2,13.73,3.04,88.63,99.18,1.07
2021,2,27,10,379.45,129.95,15.19,3.14,87.36,99.13,1.8
2021,2,27,11,395.0,190.15,16.32,3.38,86.71,99.06,2.3
2021,2,27,12,397.42,189.93,17.73,4.09,85.94,98.94,2.16
2021,2,27,13,392.92,166.32,19.33,4.91,84.41,98.82,1.84
2021,2,27,14,393.35,181.88,20.86,5.56,80.12,98.71,0.93
2021,2,27,15,403.3,130.62,21.9,5.67,75.42,98.64,0.19
2021,2,27,16,405.0,63.5,21.92,5.01,75.78,98.62,0.02
2021,2,27,17,405.77,18.1,20.67,4.11,82.08,98.62,0.02
2021,2,27,18,377.3,4.0,19.38,4.08,87.99,98.69,0.01
2021,2,27,19,368.08,0.0,19.15,4.59,88.69,98.75,0.02
2021,2,27,20,359.38,0.0,18.88,4.79,88.72,98.79,0.04
2021,2,27,21,359.83,0.0,18.66,5.14,88.0,98.8,0.03
2021,2,27,22,353.48,0.0,18.3,5.25,88.65,98.78,0.02
2021,2,27,23,356.67,0.0,17.36,4.41,93.65,98.76,0.04
2021,2,28,0,355.23,0.0,16.78,4.17,97.4,98.76,0.02
2021,2,28,1,354.55,0.0,16.55,3.95,98.91,98.76,0.03
2021,2,28,2,353.3,0.0,16.43,3.76,99.41,98.74,0.1
2021,2,28,3,344.42,0.0,16.53,4.05,98.95,98.75,0.12
2021,2,28,4,348.6,0.0,17.29,5.03,96.22,98.78,0.21
2021,2,28,5,343.88,0.0,17.53,4.38,96.28,98.8,0.34
2021,2,28,6,348.38,0.0,17.26,3.49,98.41,98.8,3.47
2021,2,28,7,365.02,18.05,17.66,3.16,96.76,98.83,8.02
2021,2,28,8,394.12,69.2,19.17,3.07,91.08,98.87,14.87
2021,2,28,9,389.27,121.43,20.86,2.8,83.64,98.9,13.61
2021,2,28,10,392.12,98.1,21.86,2.68,76.6,98.92,13.36
2021,2,28,11,373.45,315.0,22.12,2.94,70.52,98.93,14.24
2021,2,28,12,387.08,279.5,21.97,3.42,64.14,98.91,10.49
2021,2,28,13,374.1,304.3,21.52,4.17,57.73,98.9,7.17
2021,2,28,14,370.3,241.88,20.12,4.79,53.73,98.93,7.19
2021,2,28,15,360.48,196.68,18.18,5.12,53.73,99.01,7.06
2021,2,28,16,354.45,114.12,15.87,4.99,59.46,99.09,7.26
2021,2,28,17,351.1,38.4,13.63,4.49,68.06,99.19,9.74
2021,2,28,18,321.92,3.9,11.96,3.97,75.13,99.32,6.83
2021,2,28,19,315.02,0.0,10.97,3.83,77.78,99.44,3.31
2021,2,28,20,308.9,0.0,10.3,3.76,78.46,99.49,2.19
2021,2,28,21,300.8,0.0,9.89,4.1,77.43,99.55,1.5
2021,2,28,22,315.27,0.0,9.42,4.22,75.8,99.62,0.56
2021,2,28,23,320.77,0.0,8.92,4.14,74.52,99.64,0.09
2021,3,1,0,325.52,0.0,8.28,4.01,74.78,99.66,0.01
2021,3,1,1,293.98,0.0,7.55,4.07,76.15,99.67,0.0
2021,3,1,2,319.17,0.0,7.12,3.85,77.23,99.76,0.01
2021,3,1,3,301.2,0.0,6.97,4.74,75.88,99.87,0.02
2021,3,1,4,304.58,0.0,6.5,4.7,75.95,99.93,0.1
2021,3,1,5,288.23,0.0,6.19,4.84,75.79,100.0,0.24
2021,3,1,6,308.73,0.0,5.8,4.99,76.99,100.0,1.3
2021,3,1,7,296.73,36.45,5.94,4.53,76.13,100.06,4.01
2021,3,1,8,320.92,163.75,7.05,3.97,70.95,100.21,4.6
2021,3,1,9,324.67,303.23,8.68,4.0,65.24,100.28,4.5
2021,3,1,10,332.48,460.67,10.36,3.7,60.73,100.35,2.45
2021,3,1,11,340.88,480.45,11.36,3.4,57.94,100.42,3.8
2021,3,1,12,343.7,519.3,11.92,4.14,55.69,100.38,6.34
2021,3,1,13,353.05,490.27,12.87,4.43,50.97,100.27,3.56
2021,3,1,14,351.83,428.73,13.69,4.25,46.45,100.22,2.84
2021,3,1,15,340.45,356.05,13.99,3.76,44.04,100.21,4.24
2021,3,1,16,341.5,214.57,13.69,3.2,43.9,100.24,3.13
2021,3,1,17,325.02,92.2,11.91,1.71,59.11,100.26,0.64
2021,3,1,18,308.85,5.45,9.38,1.34,70.96,100.32,0.44
2021,3,1,19,296.62,0.0,8.84,1.32,72.39,100.4,0.65
2021,3,1,20,288.35,0.0,8.51,1.23,73.65,100.48,0.98
2021,3,1,21,292.1,0.0,8.29,1.14,74.06,100.53,1.62
2021,3,1,22,299.42,0.0,8.09,1.03,74.63,100.53,2.51
2021,3,1,23,323.88,0.0,7.75,0.89,75.93,100.54,2.69
2021,3,2,0,315.6,0.0,7.4,0.89,77.45,100.53,3.3
2021,3,2,1,302.95,0.0,6.82,0.98,81.22,100.51,3.84
2021,3,2,2,280.6,0.0,6.3,1.05,84.47,100.46,2.26
2021,3,2,3,257.17,0.0,5.7,1.17,87.64,100.39,0.42
2021,3,2,4,247.25,0.0,4.79,1.22,91.29,100.35,0.02
2021,3,2,5,245.8,0.0,4.24,1.21,94.1,100.35,0.0
2021,3,2,6,243.85,0.0,4.38,1.08,94.35,100.37,0.0
2021,3,2,7,248.2,76.3,6.14,0.76,89.45,100.42,0.0
2021,3,2,8,253.4,297.1,9.06,0.84,72.61,100.46,0.0
2021,3,2,9,263.48,512.92,11.83,0.96,54.22,100.47,0.0
2021,3,2,10,268.8,689.05,13.63,1.06,44.16,100.43,0.0
2021,3,2,11,272.8,809.38,14.89,1.41,39.81,100.35,0.0
2021,3,2,12,275.21,649.3,15.73,1.58,37.76,100.23,0.0
2021,3,2,13,277.62,841.28,16.31,1.48,35.83,100.11,0.0
2021,3,2,14,274.66,567.92,16.56,1.27,34.81,100.03,0.0
2021,3,2,15,271.7,455.8,16.49,1.03,34.34,99.96,0.0
2021,3,2,16,268.74,305.21,15.99,0.65,35.26,99.9,0.0
2021,3,2,17,265.77,171.5,14.77,0.13,44.01,99.88,0.0
2021,3,2,18,262.16,0.01,12.83,0.54,45.51,99.87,0.0
2021,3,2,19,258.54,0.0,11.08,0.99,53.27,99.89,0.0
2021,3,2,20,254.93,0.0,9.22,1.31,60.76,99.92,0.0
2021,3,2,21,251.31,0.0,7.5,1.46,68.92,99.95,0.0
2021,3,2,22,247.7,0.0,6.45,1.69,73.59,99.96,0.0
2021,3,2,23,246.15,0.0,5.82,1.96,76.48,99.92,0.0
2021,3,3,0,244.61,0.0,5.27,2.21,79.42,99.87,0.0
2021,3,3,1,243.07,0.0,4.71,2.32,82.38,99.85,0.0
2021,3,3,2,241.52,0.0,4.15,2.28,85.07,99.82,0.0
2021,3,3,3,239.98,0.0,3.54,2.13,88.39,99.81,0.0
2021,3,3,4,245.44,0.0,2.96,1.95,91.92,99.84,0.0
2021,3,3,5,250.91,0.0,2.44,1.81,95.65,99.9,0.0
2021,3,3,6,256.38,0.0,1.99,1.66,98.36,99.94,0.0
2021,3,3,7,261.85,52.25,4.55,2.34,84.37,99.99,0.0
2021,3,3,8,267.31,239.26,7.59,2.56,71.15,100.02,0.0
2021,3,3,9,272.78,402.79,11.99,3.15,54.79,100.03,0.0
2021,3,3,10,278.25,699.17,15.62,3.59,43.17,100.0,0.0
2021,3,3,11,286.8,814.53,17.5,3.17,39.88,99.95,0.0
2021,3,3,12,290.85,863.12,18.79,2.97,37.62,99.87,0.0
2021,3,3,13,295.95,840.28,19.53,3.0,36.8,99.77,0.0
2021,3,3,14,297.54,571.38,19.84,3.11,36.76,99.69,0.0
2021,3,3,15,299.12,593.6,19.76,3.1,37.42,99.67,0.0
2021,3,3,16,298.65,392.65,19.03,2.77,40.09,99.66,0.0
2021,3,3,17,293.83,167.48,15.88,1.5,61.88,99.67,0.0
2021,3,3,18,286.3,9.12,12.14,1.73,69.25,99.71,0.0
2021,3,3,19,284.62,0.0,11.27,2.08,69.34,99.75,0.0
2021,3,3,20,281.67,0.0,10.65,2.38,69.8,99.79,0.0
2021,3,3,21,277.67,0.0,10.07,2.6,70.9,99.82,0.0
2021,3,3,22,275.88,0.0,9.5,2.67,72.72,99.82,0.0
2021,3,3,23,272.33,0.0,8.92,2.67,74.92,99.81,0.0
2021,3,4,0,271.65,0.0,8.33,2.63,77.23,99.78,0.0
2021,3,4,1,271.2,0.0,7.73,2.56,79.83,99.77,0.0
2021,3,4,2,269.25,0.0,7.11,2.42,82.48,99.74,0.0
2021,3,4,3,270.3,0.0,6.51,2.27,85.63,99.75,0.0
2021,3,4,4,270.3,0.0,6.05,2.15,89.13,99.81,0.0
2021,3,4,5,270.6,0.0,5.65,1.98,92.88,99.84,0.0
2021,3,4,6,270.62,0.0,5.32,1.84,97.9,99.84,0.0
2021,3,4,7,279.95,73.6,7.95,2.76,86.62,99.86,0.0
2021,3,4,8,296.08,270.02,11.04,3.25,75.7,99.88,0.0
2021,3,4,9,307.05,488.33,15.07,3.56,63.63,99.86,0.0
2021,3,4,10,319.02,656.08,18.6,4.64,50.24,99.82,0.0
2021,3,4,11,325.52,771.55,20.1,4.75,46.06,99.74,0.0
2021,3,4,12,330.12,822.58,21.16,5.07,43.99,99.63,0.0
2021,3,4,13,334.17,799.78,21.75,5.33,42.8,99.5,0.0
2021,3,4,14,340.88,701.03,21.76,5.36,42.67,99.39,0.0
2021,3,4,15,342.92,535.0,21.28,5.04,43.79,99.34,0.0
2021,3,4,16,346.27,331.15,20.34,4.46,46.98,99.31,0.0
2021,3,4,17,344.33,134.25,18.2,3.4,56.39,99.28,0.0
2021,3,4,18,330.12,8.3,15.44,2.99,66.74,99.28,0.0
2021,3,4,19,322.02,0.0,14.5,3.35,69.75,99.28,0.0
2021,3,4,20,317.95,0.0,14.1,3.91,70.87,99.25,0.0
2021,3,4,21,312.65,0.0,13.69,4.46,72.15,99.21,0.0
2021,3,4,22,309.0,0.0,13.14,4.63,74.55,99.18,0.0
2021,3,4,23,311.65,0.0,12.63,4.44,76.97,99.17,0.0
2021,3,5,0,307.35,0.0,12.2,4.13,79.17,99.16,0.01
2021,3,5,1,322.67,0.0,11.68,4.11,81.6,99.17,0.0
2021,3,5,2,317.2,0.0,11.13,4.14,83.28,99.13,0.01
2021,3,5,3,314.25,0.0,10.49,4.09,86.11,99.07,0.04
2021,3,5,4,289.8,0.0,9.92,4.08,89.42,99.03,0.02
2021,3,5,5,274.15,0.0,9.33,3.89,93.53,98.99,0.06
2021,3,5,6,270.33,0.0,8.7,3.63,98.3,98.99,0.05
2021,3,5,7,274.58,82.5,9.67,3.88,93.04,99.03,0.05
2021,3,5,8,284.67,292.55,12.3,3.42,80.61,99.12,0.05
2021,3,5,9,297.45,496.3,14.95,2.52,66.47,99.16,0.05
2021,3,5,10,307.4,654.83,17.08,1.35,57.28,99.15,0.04
2021,3,5,11,334.38,688.3,18.91,0.66,51.05,99.16,0.03
2021,3,5,12,352.62,738.15,20.32,0.94,46.82,99.14,0.03
2021,3,5,13,338.23,693.3,21.19,1.65,44.3,99.1,0.03
2021,3,5,14,359.62,567.9,21.34,2.6,44.26,99.09,0.03
2021,3,5,15,384.25,323.6,20.46,3.78,47.81,99.16,0.04
2021,3,5,16,377.7,183.35,18.5,5.05,55.5,99.32,0.03
2021,3,5,17,370.25,56.8,15.83,5.48,68.77,99.51,0.02
2021,3,5,18,371.5,2.25,13.83,5.06,80.29,99.7,0.02
2021,3,5,19,365.77,0.0,12.99,4.63,85.15,99.85,0.01
2021,3,5,20,362.58,0.0,12.44,4.3,87.95,99.98,0.01
2021,3,5,21,359.7,0.0,11.95,4.21,89.77,100.06,0.01
2021,3,5,22,358.5,0.0,11.28,4.2,91.4,100.13,0.01
2021,3,5,23,348.25,0.0,10.5,4.31,91.15,100.17,0.01
2021,3,6,0,311.6,0.0,9.54,4.03,90.29,100.22,0.01
2021,3,6,1,285.5,0.0,8.61,3.54,90.31,100.26,0.01
2021,3,6,2,280.1,0.0,7.68,2.89,93.32,100.28,0.0
2021,3,6,3,276.2,0.0,7.17,2.48,94.44,100.29,0.0
2021,3,6,4,272.6,0.0,6.61,2.25,95.56,100.34,0.0
2021,3,6,5,268.98,0.0,5.84,2.05,97.56,100.41,0.0
2021,3,6,6,266.98,0.0,5.26,2.01,99.3,100.48,0.0
2021,3,6,7,266.83,85.8,6.26,2.96,89.33,100.54,0.0
2021,3,6,8,269.48,302.35,8.33,3.1,73.19,100.62,0.0
2021,3,6,9,279.5,514.67,11.14,2.91,56.98,100.65,0.0
2021,3,6,10,286.2,687.45,13.87,2.71,48.65,100.66,0.0
2021,3,6,11,291.75,804.75,15.8,2.8,42.4,100.63,0.0
2021,3,6,12,294.7,859.45,17.05,3.09,37.55,100.54,0.0
2021,3,6,13,296.48,839.42,17.81,3.41,33.78,100.42,0.0
2021,3,6,14,295.05,751.35,18.08,3.56,31.48,100.34,0.0
2021,3,6,15,292.65,597.65,17.88,3.5,31.01,100.3,0.0
2021,3,6,16,289.55,396.52,17.12,3.22,31.96,100.3,0.0
2021,3,6,17,283.35,171.93,14.57,1.94,48.06,100.29,0.0
2021,3,6,18,276.05,10.8,10.52,1.67,63.97,100.31,0.0
2021,3,6,19,272.77,0.0,9.33,1.73,67.82,100.37,0.0
2021,3,6,20,269.5,0.0,8.47,1.72,71.77,100.41,0.0
2021,3,6,21,266.4,0.0,7.75,1.71,75.07,100.42,0.0
2021,3,6,22,264.98,0.0,7.12,1.71,77.59,100.43,0.0
2021,3,6,23,267.48,0.0,6.52,1.66,79.87,100.43,0.0
2021,3,7,0,265.12,0.0,5.94,1.55,81.78,100.46,0.0
2021,3,7,1,261.12,0.0,5.41,1.47,83.45,100.5,0.0
2021,3,7,2,260.23,0.0,4.89,1.45,84.66,100.49,0.0
2021,3,7,3,260.42,0.0,4.39,1.41,85.94,100.49,0.0
2021,3,7,4,254.35,0.0,3.93,1.41,87.98,100.5,0.0
2021,3,7,5,247.93,0.0,3.47,1.45,90.49,100.52,0.0
2021,3,7,6,245.7,0.0,3.05,1.48,93.89,100.57,0.0
2021,3,7,7,251.68,97.32,5.77,2.3,82.02,100.64,0.0
2021,3,7,8,259.73,319.4,8.68,2.74,69.96,100.71,0.0
2021,3,7,9,272.02,533.4,13.0,3.56,50.03,100.75,0.0
2021,3,7,10,278.33,706.92,15.86,4.43,36.67,100.78,0.0
2021,3,7,11,283.62,822.62,17.28,4.34,33.98,100.75,0.0
2021,3,7,12,285.6,874.95,18.3,4.25,32.53,100.68,0.0
2021,3,7,13,291.65,849.67,18.89,4.13,31.84,100.6,0.0
2021,3,7,14,292.35,757.97,19.07,4.02,31.9,100.53,0.0
2021,3,7,15,290.88,604.78,18.87,3.9,32.51,100.48,0.0
2021,3,7,16,287.17,404.02,18.13,3.62,34.27,100.45,0.0
2021,3,7,17,281.23,178.23,15.42,2.0,51.07,100.46,0.0
2021,3,7,18,273.88,11.8,11.46,1.77,64.59,100.49,0.0
2021,3,7,19,270.5,0.0,10.43,1.89,67.3,100.55,0.0
2021,3,7,20,267.23,0.0,9.71,1.94,70.14,100.61,0.0
2021,3,7,21,264.83,0.0,9.03,1.97,72.89,100.65,0.0
2021,3,7,22,262.55,0.0,8.39,2.01,75.55,100.66,0.0
2021,3,7,23,259.75,0.0,7.76,2.05,78.24,100.65,0.0
2021,3,8,0,258.45,0.0,7.12,2.05,80.96,100.67,0.0
2021,3,8,1,257.05,0.0,6.44,2.02,84.02,100.69,0.0
2021,3,8,2,257.5,0.0,5.77,1.99,86.96,100.69,0.0
2021,3,8,3,257.3,0.0,5.15,1.99,90.01,100.65,0.0
2021,3,8,4,257.25,0.0,4.68,2.05,93.37,100.62,0.0
2021,3,8,5,257.38,0.0,4.29,2.16,97.11,100.61,0.0
2021,3,8,6,257.23,0.0,3.86,2.14,100.0,100.67,0.0
2021,3,8,7,263.12,102.85,6.16,3.26,88.97,100.77,0.0
2021,3,8,8,272.65,325.23,9.25,3.01,75.83,100.85,0.0
2021,3,8,9,297.85,516.15,13.97,4.13,55.09,100.85,0.0
2021,3,8,10,311.98,679.15,17.32,5.14,40.28,100.83,0.0
2021,3,8,11,318.83,785.05,18.9,4.81,36.68,100.78,0.0
2021,3,8,12,332.8,752.8,19.94,4.57,35.11,100.7,0.0
2021,3,8,13,338.4,674.53,20.56,4.57,34.41,100.59,0.0
